"","LocationID","Long","Lat","close_class","Jan_temp","Feb_temp","March_temp","April_temp","May_temp","June_temp","July_temp","Aug_temp","Sept_temp","Oct_temp","Nov_temp","Dec_temp","Average_annual_temp"
"170",179,-0.5,53.3333333333333,"0.1",3.15,3.5,5.975,8.225,11.275,14.45,16.3,16.025,13.875,10.25,6.3,4.225,9.4625
"171",180,-2.5,50.75,"0.1",3.5,3.55,5.05,7.5,10.8,14.3,16.3,15.75,13.25,10,6.35,4.4,9.22916666666667
"172",181,-0.5,51,"0.1",3.2,3.975,6,8.775,12.05,15.2,17,16.475,13.875,10.675,6.55,4.225,9.83333333333333
"173",182,-1,51.8333333333333,"0.1",3.05,3.5,6.025,8.625,12.075,14.9,16.8,16.275,13.9,10.625,6.4,4.175,9.69583333333333
"174",183,-1.33333333333333,54.5,"0.1",3.025,3.225,5.275,7.425,10.35,13.5,15.125,14.875,12.875,9.6,6,3.975,8.77083333333333
"175",184,-1,51.5,"0.1",2.825,3.425,5.975,8.675,12.375,15.025,16.825,16.225,13.675,10.8,6.3,3.85,9.66458333333333
"176",185,-1.33333333333333,51.9166666666667,"0.1",2.95,3.4,5.75,8.4,11.55,14.5,16.2,15.85,13.65,10.3,6.35,4.3,9.43333333333333
"177",186,-2.66666666666667,52.6666666666667,"0.1",2.175,2.925,5.2,7.675,10.8,13.925,15.325,14.85,12.525,9.3,5.4,3.4,8.625
"178",187,-2.16666666666667,53.5,"0.1",3.55,3.825,5.7,8.15,11.825,15.025,16.6,16.225,13.525,10.125,6.3,4.375,9.60208333333333
"179",337,21,63,"0.1",-7.5,-7.86666666666667,-3.8,1.96666666666667,8.23333333333333,13.7666666666667,15.9666666666667,14.4666666666667,9.56666666666667,4.33333333333333,-1.13333333333333,-5.13333333333333,3.57222222222222
"180",338,-112.95,37.3333333333333,"0.1",-1.6,0.3,2.7,6.8,11.7,16.9,20.6,19.45,15.45,9.9,3.35,-0.95,8.71666666666667
"181",339,-112.95,37.3333333333333,"0.1",-1.6,0.3,2.7,6.8,11.7,16.9,20.6,19.45,15.45,9.9,3.35,-0.95,8.71666666666667
"182",340,-0.833333333333333,52.3333333333333,"0.1",2.65,3.3,5.925,8.5,11.775,14.875,16.775,16.25,13.825,10.225,6,3.95,9.50416666666667
"183",341,169.366666666667,-45.1833333333333,"0.1",15.8,15.8,13.7,10.4,6.6,3.1,3,5,8,10.3,12.5,14.6,9.9
"184",342,-2.66666666666667,51.3333333333333,"0.1",3.275,3.675,5.35,7.975,11.275,14.6,16.3,15.8,13.175,9.75,6.075,4.225,9.28958333333333
"185",343,5.83333333333333,52.1666666666667,"0.1",1.625,2.1,4.875,7.65,12.075,15.075,16.475,16.425,14.125,10.35,5.7,2.875,9.1125
"186",344,-122,36.75,"0.5",9.2,10.2473684210526,10.6578947368421,12.0263157894737,13.9421052631579,16.0947368421053,17.5315789473684,17.7263157894737,17.4105263157895,15.3105263157895,11.8473684210526,9.47368421052632,13.455701754386
"187",345,-123.033333333333,38.3333333333333,"0.1",8.35,9.75,10.3,11.6,13.45,15.5,16.5,16.75,16.7,14.6,11,8.35,12.7375
"188",346,-123.833333333333,39.5,"0.1",7.1,8,9.05,10.15,11.95,14.5,15.65,15.9,14.95,12.7,9.7,7.25,11.4083333333333
"189",347,-124,40.8333333333333,"0.1",6.825,7.875,8.35,9.575,11.775,14.175,15.8,16.25,15.15,12.475,9.1,6.875,11.1854166666667
"190",348,-124.333333333333,42.5,"0.1",6.3,7.025,7.2,8.125,10.45,13.1,14.95,15.25,14.1,11.5,8.35,6.4,10.2291666666667
"191",349,-124.166666666667,43.6666666666667,"0.1",6.7,7.9,8.3,9.4,11.575,13.975,15.425,15.825,15.1,12.325,9.075,7,11.05
"192",350,-123.916666666667,44.6666666666667,"0.1",5.65,6.95,7.65,8.75,11.15,13.65,15.35,15.7,14.6,11.65,8.15,5.8,10.4208333333333
"193",351,-123.666666666667,45.5,"0.1",3.675,4.9,5.45,6.775,9.45,12.25,14.25,14.65,13.2,9.8,6.025,3.875,8.69166666666667
"194",352,-123.916666666667,46.25,"0.1",5,6.2,6.8,8.3,10.8,13.1,14.8,15.1,14,10.9,7.6,5.5,9.84166666666667
"195",353,-124,46.9166666666667,"0.1",4.7,6.1,6.8,8.45,11,13.15,14.7,15.1,14.25,10.9,7.4,5.1,9.80416666666667
"196",354,-124,42.5,"0.1",4.025,5.125,5.625,7,9.9,13.15,15.75,15.875,13.8,10.425,6.3,4.1,9.25625
"197",355,8.18333333333333,47.3833333333333,"0.1",0.1,1.6,4.9,8.5,12.7,16,18.1,17.4,14.6,10,4.6,1.2,9.14166666666667
"198",356,-1.88333333333333,50.9166666666667,"0.1",3.7,3.9,5.8,8.2,11.3,14.6,16.4,16,13.7,10.4,6.7,4.8,9.625
"199",357,-3.66666666666667,57.0833333333333,"0.1",-2.2,-1.95,0.85,2.15,5.4,9.8,11.7,11.1,7.75,4.75,1.35,-1.05,4.1375
"200",358,-3.25,56.9166666666667,"0.1",-1.4,-1.4,1.1,2.9,6,9.7,11.2,10.6,8.3,5.4,1.7,-0.3,4.48333333333333
"201",359,-3.41666666666667,56.8333333333333,"0.1",-0.65,-0.6,2,3.85,6.95,10.8,12.2,11.65,9.15,6.2,2.5,0.45,5.375
"202",360,-1.58333333333333,55.5833333333333,"0.1",3.3,3.2,5.7,7.3,10.1,12.8,14.3,14.3,12.2,9.7,6.2,4.3,8.61666666666667
"203",361,-1.58333333333333,55.5833333333333,"0.1",3.3,3.2,5.7,7.3,10.1,12.8,14.3,14.3,12.2,9.7,6.2,4.3,8.61666666666667
"204",362,-77,57.8333333333333,"0.1",-24.275,-24.575,-19.425,-9.925,-1.125,4.725,9.275,9.125,5.325,-0.05,-7.1,-17.6,-6.30208333333333
"205",363,-2.33333333333333,51.8333333333333,"0.1",3.825,4.075,5.85,8.425,11.55,14.675,16.275,15.95,13.725,10.575,6.625,4.775,9.69375
"206",364,-129.333333333333,54.5,"0.1",-4.675,-3.2,-1.5,1.25,5.25,8.925,11.675,11.7,8.2,3.6,-1.7,-4.1,2.95208333333333
"207",366,-0.166666666666667,51.5,"0.1",4.225,4.575,6.725,9.25,12.65,15.95,17.85,17.325,14.85,11.2,7.25,5.125,10.58125
"208",367,-1.5,54,"0.1",3.225,3.35,5.375,7.725,10.825,14.025,15.55,15.3,13.15,10,6.025,4,9.04583333333333
"209",368,-120.833333333333,36.6666666666667,"0.1",6.875,8.725,10.025,12.475,16.375,20.475,23.925,23.35,20.525,16.225,10.4,6.925,14.6916666666667
"210",369,-99.25,47.1333333333333,"0.1",-14,-10.4,-3.8,5.2,12.5,17.8,21,19.9,13.6,7.2,-2.5,-11,4.625
"211",370,-98.4166666666667,46.4166666666667,"0.1",-13.5,-10,-2.9,5.9,13,18.3,21.4,20.2,14,7.4,-2.3,-10.5,5.08333333333333
"212",371,-119.5,46.4166666666667,"0.1",-0.3,3.05,6.8,10.5,14.85,19.05,22.15,21.8,17.15,10.85,4.5,0.05,10.8708333333333
"213",373,-76.1666666666667,39.5,"0.1",-0.425,1.05,5.925,11.45,17.075,21.85,24.275,23.525,19.8,13.425,7.8,2.2,12.3291666666667
"214",374,-89,40,"0.1",-4.075,-1.425,4.575,11.375,17.225,22.3,24.1,22.975,19.25,12.85,5.45,-1.15,11.1208333333333
"215",376,-89,38,"0.1",-1.1,1.425,7,13.2,18.225,22.975,25.15,24,20.225,13.95,7.4,1.375,12.81875
"216",377,-0.916666666666667,51.6666666666667,"0.1",2.75,3.25,5.9,8.55,12.25,14.95,16.9,16.25,13.65,10.6,6.15,3.7,9.575
"217",378,-0.916666666666667,51.6666666666667,"0.1",2.75,3.25,5.9,8.55,12.25,14.95,16.9,16.25,13.65,10.6,6.15,3.7,9.575
"218",379,-0.233333333333333,52.4,"0.1",2.8,4,6.1,8.7,11.9,15.2,16.6,16.2,14.2,10.7,6.3,4.1,9.73333333333333
"219",380,-2.75,51.6,"0.1",3.7,4.1,5.8,8.5,11.8,15,16.6,16.1,13.7,10.2,6.5,4.7,9.725
"220",381,1.33333333333333,52.6666666666667,"0.1",3.45,4.2,6.25,8.85,11.875,15.275,17,16.95,15.075,11.125,7.125,4.825,10.1666666666667
"221",382,-0.833333333333333,51.6,"0.1",2.6,3.2,5.9,8.65,12.5,15.1,17.05,16.4,13.6,10.65,6.05,3.55,9.60416666666667
"222",383,-0.333333333333333,52.5833333333333,"0.1",2.65,3.8,6.2,8.75,12,15.2,16.8,16.4,14.1,10.55,6.1,4.15,9.725
"223",384,0.416666666666667,52.25,"0.1",2.6,3.6,5.8,8.2,11.3,14.6,16.2,15.9,13.7,10.4,6.2,3.8,9.35833333333333
"224",385,-4.05,52.5,"0.1",4.1,3.9,5.85,7.95,10.95,13.65,14.7,14.75,13,10.35,6.9,5.1,9.26666666666667
"225",386,-2.71666666666667,51.05,"0.1",3.4,3.9,5.6,8.1,11.4,14.8,16.6,16,13.2,9.8,6.2,4.3,9.44166666666667
"226",387,-1.66666666666667,51.9333333333333,"0.1",2.55,3.25,5.2,8,11.05,14.15,15.75,15.45,13.2,10.05,6.1,3.95,9.05833333333333
"227",388,0.333333333333333,53.1333333333333,"0.1",2.85,3.65,6.15,8.55,11.6,14.85,16.6,16.3,14.15,10.55,6.45,4.2,9.65833333333333
"228",389,-0.7,51.6166666666667,"0.1",2.6,3.3,6,8.8,12.7,15.3,17.3,16.6,13.7,10.7,6.1,3.6,9.725
"229",390,0.866666666666667,51.0666666666667,"0.1",3.9,4.2,6.2,8.6,11.8,15.1,17.1,17,14.8,11.2,7.3,4.8,10.1666666666667
"230",391,-0.216666666666667,52.4833333333333,"0.1",2.75,3.95,6.15,8.75,11.95,15.2,16.7,16.3,14.2,10.65,6.25,4.15,9.75
"231",392,-0.833333333333333,50.8333333333333,"0.1",3.45,4.225,6.175,9.1,12.275,15.4,17.125,16.7,14.1,10.775,6.85,4.5,10.05625
"232",393,0.65,51.5333333333333,"0.1",3.4,4,6.2,8.7,11.8,15.3,17.1,16.7,14.6,10.7,6.9,4.5,9.99166666666667
"233",394,-2.75,54.1666666666667,"0.1",2.4,2.8,5,7.5,10.75,13.8,15.1,14.7,12.45,9.5,5.5,3.15,8.55416666666667
"234",395,-1.75,55.6666666666667,"0.1",3,3.05,5.5,7.15,10.05,12.85,14.3,14.15,12,9.55,5.95,4.05,8.46666666666667
"235",396,-3.66666666666667,57.2666666666667,"0.1",-0.5,0,3.15,4.15,7.3,12.1,14.35,13.65,9.7,6.65,3.4,0.7,6.22083333333333
"236",397,-0.233333333333333,52.4,"0.1",2.8,4,6.1,8.7,11.9,15.2,16.6,16.2,14.2,10.7,6.3,4.1,9.73333333333333
"237",398,-2.56666666666667,51.7666666666667,"0.1",3.5,3.7,5.5,8.2,11.3,14.5,16.1,15.7,13.3,10,6.3,4.4,9.375
"238",399,-1.18333333333333,50.8833333333333,"0.1",3.8,4.3,6.25,9.1,12.25,15.4,17.05,16.75,14.3,10.95,7.05,4.8,10.1666666666667
"239",400,-4.16666666666667,51.5833333333333,"0.1",4.6,4.7,6.55,9.25,12.4,15.55,16.9,16.8,14.45,11.15,7.7,5.7,10.4791666666667
"240",401,-0.35,52.05,"0.1",3.15,3.75,6.2,8.8,12.15,15.25,17.1,16.65,14.35,10.75,6.55,4.2,9.90833333333333
"241",402,-2.46666666666667,50.6,"0.1",4.4,4.2,5.6,8,11.3,14.8,16.7,16.3,14.1,10.9,7.3,5.2,9.9
"242",403,-2.43333333333333,53.3333333333333,"0.1",3.75,3.95,6.1,8.35,11.7,14.75,16.25,15.95,13.65,10.4,6.65,4.8,9.69166666666667
"243",404,0.166666666666667,53.4666666666667,"0.1",2.9,3.55,6.25,8.5,11.4,14.65,16.5,16.35,14.15,10.45,6.5,4.3,9.625
"244",405,-5.3,51.75,"0.1",4.3,4.5,5.8,8.4,10.9,14.6,16.4,16.3,13.5,10.7,7.3,5.5,9.85
"245",406,-1.96666666666667,50.65,"0.1",4.4,4.4,5.9,8.2,11.3,14.6,16.5,16.2,14,11,7.3,5.3,9.925
"246",407,-1.95,50.6666666666667,"0.1",4.3,4.35,5.95,8.25,11.35,14.6,16.5,16.15,13.95,10.95,7.2,5.25,9.9
"247",408,1.65,52.3166666666667,"0.1",3.3,3.8,5.7,8.1,11.4,14.4,16.2,16.2,14.5,11.4,7.3,4.9,9.76666666666667
"248",409,-1.11666666666667,51.7666666666667,"0.1",3.3,3.7,6.1,8.7,12.1,14.9,16.7,16.3,14,10.7,6.6,4.4,9.79166666666667
"249",410,-0.0666666666666667,52.3666666666667,"0.1",2.8,3.9,6.2,8.7,12,15.2,16.9,16.5,14.3,10.8,6.3,4.1,9.80833333333333
"250",411,-0.183333333333333,52.4333333333333,"0.1",2.8,3.95,6.15,8.7,11.95,15.2,16.75,16.35,14.25,10.75,6.3,4.1,9.77083333333333
"251",412,0.966666666666667,51.1666666666667,"0.1",3.75,4.05,6.05,8.5,11.65,15,17,16.85,14.7,11,7.15,4.65,10.0291666666667
"252",413,-3.66666666666667,50.5833333333333,"0.1",3.7,4.2,5.5,8.15,10.95,14.25,16,15.4,13.1,10.15,6.6,4.7,9.39166666666667
"253",414,-5.35,36.15,"0.1",12,12.4,14,15.5,17.6,20.4,22.9,23.5,21.6,18.6,15.1,12.9,17.2083333333333
"254",415,-5.33333333333333,36.1666666666667,"0.1",12.1333333333333,12.5333333333333,14.0333333333333,15.5666666666667,17.8333333333333,20.6,23.1333333333333,23.7333333333333,21.8666666666667,18.7,15.1333333333333,12.9666666666667,17.3527777777778
"255",416,-2.91666666666667,54.3333333333333,"0.1",1.75,2.25,4.35,6.85,10.1,13.2,14.6,14.1,11.75,8.9,4.85,2.55,7.9375
"256",417,135.833333333333,35,"0.1",3.1,3.575,6.45,12.375,17.225,21.275,25.625,26.825,22.575,16.275,10.725,5.75,14.3145833333333
"257",418,78.0333333333333,27.9166666666667,"0.1",14.6,17.4,22.8,28.9,33.7,34.2,30.7,29.4,29,26,20.5,16,25.2666666666667
"258",419,131,32,"0.1",3.75,4.925,8.25,13.075,17.05,20.525,24.45,24.775,21.85,16.15,11.025,6.025,14.3208333333333
"259",423,-2.33333333333333,57.5,"0.1",2.8,2.825,4.625,6.475,9.225,12.275,13.95,13.575,11.525,8.95,5.375,3.825,7.95208333333333
"260",424,-2.25,57.3333333333333,"0.1",2.7,2.8,4.6,6.5,9.15,12.25,13.85,13.6,11.55,8.9,5.25,3.75,7.90833333333333
"261",1020,-1.8,51.2833333333333,"0.1",3,3.4,5.7,8.3,11.5,14.8,16.5,16,13.6,10,6.3,4.3,9.45
"262",1023,-78.6666666666667,35.75,"0.1",4.3,5.8,10.25,15.3,19.7,23.75,25.7,25.15,21.75,15.6,10.75,6,15.3375
"263",1024,-4.75,54.0666666666667,"0.1",3.1,3.1,4.6,6.5,9.7,12.7,14,13.7,11.6,9.2,5.7,4.2,8.175
"264",1025,35.5333333333333,-3.18333333333333,"0.1",18.4,18.7,18.9,18.5,16.7,15.6,14.6,15.5,17,18,18.4,18.5,17.4
"265",1026,35,-1.5,"0.1",20.625,20.875,21.025,20.55,19.875,19.175,18.7,18.975,19.625,20.275,20.175,20.1,19.9979166666667
"266",1028,-89.4166666666667,43.0333333333333,"0.1",-8.6,-6,0.4,7.9,14.3,19.5,21.9,20.6,16,9.8,2.2,-5.4,7.71666666666667
"267",1029,-89.4166666666667,43.0333333333333,"0.1",-8.6,-6,0.4,7.9,14.3,19.5,21.9,20.6,16,9.8,2.2,-5.4,7.71666666666667
"268",1030,-89.4166666666667,43.0333333333333,"0.1",-8.6,-6,0.4,7.9,14.3,19.5,21.9,20.6,16,9.8,2.2,-5.4,7.71666666666667
"269",1031,-89.4166666666667,43.0333333333333,"0.1",-8.6,-6,0.4,7.9,14.3,19.5,21.9,20.6,16,9.8,2.2,-5.4,7.71666666666667
"270",1041,-2.91666666666667,54.3333333333333,"0.1",1.75,2.25,4.35,6.85,10.1,13.2,14.6,14.1,11.75,8.9,4.85,2.55,7.9375
"271",1042,-2.91666666666667,54.3333333333333,"0.1",1.75,2.25,4.35,6.85,10.1,13.2,14.6,14.1,11.75,8.9,4.85,2.55,7.9375
"272",1043,-2.91666666666667,54.3333333333333,"0.1",1.75,2.25,4.35,6.85,10.1,13.2,14.6,14.1,11.75,8.9,4.85,2.55,7.9375
"273",2000,9.83333333333333,46.5,"0.1",-7.4,-7.525,-5.9,-3.35,0.925,4.375,6.8,6.525,4.675,1.425,-3.375,-6.025,-0.7375
"274",2001,-95.25,47.1666666666667,"0.1",-15.85,-11.8,-5,4.05,11.4,16.7,19.3,18.2,12.3,6.15,-3.55,-11.9,3.33333333333333
"275",2002,9.21666666666667,48.7833333333333,"0.1",-0.1,1.4,4.9,8.7,12.9,16.1,17.9,17.4,14.5,9.7,4.4,1.1,9.075
"276",2003,6.6,46.9666666666667,"0.1",-2.7,-1.7,1.6,4.9,9,12.4,14.5,14.1,11.5,6.9,1.9,-1.5,5.90833333333333
"277",2004,15,10,"0.1",25.925,27.975,31.3,32.1,30.125,28.025,26.4,25.8,26.2,27.925,28.2,26.375,28.0291666666667
"278",2005,6.51666666666667,46.8166666666667,"0.1",-0.5,1,4.4,8,12,15.5,17.6,17,14.3,9.3,4.3,0.6,8.625
"279",2006,6.21666666666667,46.5833333333333,"0.1",-3,-2.1,1.2,4.6,8.6,12.1,14.3,13.8,11.3,6.6,1.7,-1.8,5.60833333333333
"280",2007,6.33333333333333,46.6666666666667,"0.1",-2.125,-1.025,2.275,5.725,9.75,13.275,15.45,14.9,12.3,7.575,2.575,-0.975,6.64166666666667
"281",2008,6.6,46.9833333333333,"0.1",-2.35,-1.3,2.05,5.4,9.45,12.9,14.95,14.55,11.95,7.25,2.25,-1.15,6.32916666666667
"282",2009,7.06666666666667,46.6166666666667,"0.1",-2.8,-1.7,1.5,4.9,9.1,12.6,14.7,14.1,11.6,7,2,-1.4,5.96666666666667
"283",2010,7.13333333333333,46.4666666666667,"0.1",-3.9,-3.1,-0.1,3.2,7.4,10.9,13.2,12.6,10.2,5.7,0.7,-2.5,4.525
"284",2011,7.2,46.4833333333333,"0.1",-4.5,-3.8,-1.05,2.15,6.45,9.85,12.25,11.7,9.3,5,0.05,-3.05,3.69583333333333
"285",2012,7.71666666666667,47.4,"0.1",-0.4,0.8,3.9,7.3,11.5,14.8,17,16.4,13.7,9.1,3.9,0.7,8.225
"286",2013,7.71666666666667,47.4166666666667,"0.1",-0.4,0.8,3.9,7.3,11.5,14.8,17,16.4,13.7,9.1,3.9,0.7,8.225
"287",2014,92.2166666666667,58.45,"0.1",-21.3,-19.6,-10.2,-0.7,7.7,15.3,18.4,15,8.6,-0.2,-11.6,-19,-1.46666666666667
"288",2015,92.2166666666667,58.45,"0.1",-21.3,-19.6,-10.2,-0.7,7.7,15.3,18.4,15,8.6,-0.2,-11.6,-19,-1.46666666666667
"289",2016,22.25,60.45,"0.1",-5.1,-5.7,-2,3.7,9.8,14.8,16.9,15.6,10.8,5.8,0.7,-3,5.19166666666667
"290",2017,25.5,60.75,"0.1",-7.25,-7.4,-3.1,2.95,9.7,14.75,16.55,14.95,9.75,4.85,-0.45,-4.7,4.21666666666667
"291",2018,-160,55,"0.1",-2.36666666666667,-2.93333333333333,-1.13333333333333,0.933333333333333,4.46666666666667,7.8,10.4666666666667,11.2,8.93333333333333,4.23333333333333,1.16666666666667,-1.06666666666667,3.475
"292",2019,-122,38,"0.1",8.125,10.475,11.725,13.725,16.35,19.075,20.775,20.775,20.125,17.175,12.125,8.425,14.90625
"293",2020,-0.25,46.25,"0.1",4.5,5.3,8.5,10.9,14.1,17.5,19.3,19.2,16.8,12.4,8,5.2,11.8083333333333
"294",2021,-4.5,57.5,"0.1",1.05,1.25,3.775,5.4,8.85,12.65,14,13.65,10.4,7.725,4.15,2.1,7.08333333333333
"295",2022,-4,55.5,"0.1",1.35,1.45,3.475,5.625,8.9,11.975,13.2,12.975,10.55,7.9,3.9,2.225,6.96041666666667
"296",2023,28.4166666666667,64.15,"0.1",-11.8,-11.5,-6.2,0,7.1,13.3,15.6,13.2,7.8,2.2,-4,-9.2,1.375
"297",2024,-89.7166666666667,43.3166666666667,"0.1",-9.1,-6.3,0.2,7.9,14.3,19.5,22,20.5,15.9,9.7,2,-5.9,7.55833333333333
"298",2026,37.4166666666667,54.8833333333333,"0.1",-9.4,-8.3,-3,6.1,13.2,17,18.5,17,11.5,5.2,-1.5,-6.1,5.01666666666667
"299",2027,50,55,"0.1",-13.25,-12.1,-5.525,5.25,13.7,17.925,19.825,17.65,11.725,3.75,-3.975,-9.625,3.77916666666667
"300",2029,-40,73,"0.1",-31.75,-32.65,-33.55,-26.7,-16.4,-9.95,-6.65,-8.65,-15.8,-22.575,-28.475,-31.05,-22.0166666666667
"301",2030,24.9166666666667,67.4,"0.1",-14.6,-14.2,-9.1,-2.5,4.5,11.5,13.9,11.8,6.3,-0.1,-7,-12.6,-1.00833333333333
"302",2031,26,68,"0.1",-15.85,-15.3,-10,-3.55,3.65,10.45,13.1,10.75,5.35,-1.25,-8.175,-13.925,-2.0625
"303",2032,28,69.75,"0.1",-10.2,-10.55,-7.75,-3,2.3,7.4,10.6,9.5,5.25,-0.05,-4.55,-8.7,-0.8125
"304",2034,36.8333333333333,55.6666666666667,"0.1",-9.475,-8.425,-3.175,5.4,12.35,16.45,18.025,16.35,10.85,4.75,-1.75,-6.3,4.5875
"305",2035,30,63,"0.1",-11.575,-11.4,-5.875,0.475,7.475,13.7,16.05,13.85,8.325,2.675,-3.35,-8.6,1.8125
"306",2036,33.0166666666667,67.9166666666667,"0.1",-12.85,-12.85,-7.95,-2.75,3.1,9.4,12.75,10.95,5.9,0.05,-6,-10.5,-0.895833333333333
"307",2037,12,49,"0.1",-2.25,-0.7,3.6,8.05,12.5,15.85,17.575,17.1,13.875,8.525,3.025,-0.7,8.0375
"308",2038,8,48,"0.1",-0.875,0.2,3.225,6.75,10.925,14.2,16.375,15.875,13.225,8.725,3.5,0.3,7.70208333333333
"309",2039,16.6666666666667,62.85,"0.1",-10.2,-8.9,-4.2,0.95,6.95,12.4,14.3,12.85,8.25,3.4,-3.25,-7.85,2.05833333333333
"310",2040,9.21666666666667,63.0666666666667,"0.1",-4.3,-4.2,-1.7,1.7,6.6,10,11.7,11.5,8,4,-0.7,-3.2,3.28333333333333
"311",2041,18.35,51.0166666666667,"0.1",-2.7,-1.5,2.95,8.3,13.1,16.6,17.95,17.55,13.8,9.15,3.75,-0.45,8.20833333333333
"312",2042,18.2,52.2,"0.1",-3.4,-2.3,3,8.9,13.6,17.1,18.8,18.3,14.3,9.4,3.6,-0.9,8.36666666666667
"313",2043,16.1666666666667,54.1666666666667,"0.1",-2.1,-1.4,2.65,7.275,12.3,15.7,17.3,16.975,13.75,9.425,4.15,0.175,8.01666666666667
"314",2044,15.75,50.9166666666667,"0.1",-5.3,-3.4,1.9,7.3,11.2,14.7,16.5,15.9,12.7,8.3,2.5,-2.6,6.64166666666667
"315",2045,16.1666666666667,51.2,"0.1",-3.7,-2.35,3.65,9.15,13.25,16.75,18.85,18.25,14.45,9.45,3.7,-0.8,8.3875
"316",2046,16.5833333333333,51.85,"0.1",-3.6,-1.8,3.5,8.7,13.1,16.5,18.3,17.9,14.1,9.5,3.8,-0.9,8.25833333333333
"317",2047,17.9333333333333,50.6666666666667,"0.1",-2,-0.65,3.15,8.2,13,16.7,17.85,17.4,13.7,9.1,4.1,0.1,8.3875
"318",2048,16.7333333333333,53.15,"0.1",-4,-2.6,2.9,8.1,13,16,18.2,17.4,13.1,8.4,2.8,-1.4,7.65833333333333
"319",2049,16.8833333333333,52.4166666666667,"0.1",-2.6,-1.2,3.1,8.1,13.2,16.6,18,17.7,13.8,9.1,3.6,-0.4,8.25
"320",2050,14.5333333333333,53.4166666666667,"0.1",-1.6,-0.7,3.4,8,13,16.4,17.9,17.5,14.1,9.5,4.3,0.5,8.525
"321",2051,16.3166666666667,50.8,"0.1",-4.9,-3.4,1.2,6.1,10.4,13.7,15.3,15,11.8,7.5,1.9,-2.6,6
"322",2052,17,51.0833333333333,"0.1",-2.15,-0.6,3.5,8.3,13,16.45,17.7,17.4,14,9.35,3.95,-0.15,8.39583333333333
"323",2053,-89.2,37.7166666666667,"0.1",-0.9,1.7,7.3,13.5,18.5,23.2,25.3,24.2,20.4,14.1,7.6,1.6,13.0416666666667
"324",2054,-78.6,45.5666666666667,"0.1",-12.5,-11.2,-5.3,3.2,10.1,15.1,17.8,16.4,12.1,6.2,-0.7,-9.2,3.5
"325",2055,16.5,61.5,"0.1",-8.05,-7.325,-2.825,2.325,8.275,13.55,15.3,13.95,9.45,4.55,-1.5,-5.85,3.4875
"326",2056,0.75,51.2,"0.1",3.4,3.7,5.8,8.3,11.5,14.8,16.8,16.6,14.4,10.6,6.8,4.3,9.75
"327",2057,-4.13333333333333,53.2166666666667,"0.1",3.6,3.7,5.4,7.5,10.6,13.4,15.1,14.9,12.7,10.1,6.4,4.7,9.00833333333333
"328",2058,0.116666666666667,53.5,"0.1",3.05,3.5,6.25,8.4,11.35,14.55,16.45,16.25,14.15,10.5,6.55,4.4,9.61666666666667
"329",2059,-1.08333333333333,51.3333333333333,"0.1",2.9,3.55,6,8.65,12.15,14.95,16.6,16,13.7,10.75,6.35,4,9.63333333333333
"330",2060,16.6666666666667,49.2,"0.1",-2.8,-0.65,3.35,8.2,13,16.05,17.7,17.5,13.95,8.9,3.3,-0.9,8.13333333333333
"331",2061,14.5,49,"0.1",-2.275,-1.275,3.25,7.725,12.6,15.75,17.525,17.1,13.325,8.1,2.725,-0.45,7.84166666666667
"332",2062,35,65,"0.1",-11.7,-11.3,-6.55,-1,4.95,11.15,14.2,12.8,8.1,2.25,-3.4,-8.4,0.925
"333",2063,47.8666666666667,56.6333333333333,"0.1",-13,-11.5,-5,4.6,12.7,17,19,16.9,10.8,3.3,-4.1,-9.5,3.43333333333333
"334",2064,53.1833333333333,56.8166666666667,"0.1",-14,-12.4,-5.7,3.9,12,16.7,19,16.4,10.4,2.5,-4.9,-10.8,2.75833333333333
"335",2065,130,62,"0.1",-41.175,-35.6,-21.975,-6.525,6.35,15.35,18.625,14.65,5.85,-8.6,-29.4,-39.125,-10.13125
"336",2066,-93,42,"0.1",-8.425,-5.525,1.4,8.975,15.375,20.65,23,21.325,16.725,10.425,2.5,-5.6,8.40208333333333
"337",2067,25,61,"0.1",-7.575,-7.8,-3.475,2.55,9.225,14.275,16.175,14.6,9.425,4.425,-0.85,-5.05,3.82708333333333
"338",2068,22.7833333333333,68.55,"0.1",-16.5,-15.3,-10.6,-4.6,2.7,9.7,12.2,9.8,4.4,-2.3,-9.6,-14.4,-2.875
"339",2069,8,53,"0.1",0.675,0.725,3.875,7.725,11.925,15.275,16.425,16.175,13.8,9.85,5.125,2.275,8.65416666666667
"340",2070,5.66666666666667,51.9666666666667,"0.1",1.9,2.4,5.15,8.15,12.4,15.4,16.85,16.8,14.35,10.55,5.85,3.05,9.40416666666667
"341",2071,-98,50,"0.1",-18.325,-14.7,-7.35,3.375,11.225,16.775,19.55,18.15,12.25,6,-4.525,-14,2.36875
"342",2072,143,43.5,"0.1",-13.725,-13.05,-8.375,-0.125,5.8,10.625,15.225,16.2,10.8,4.225,-2.825,-9.275,1.29166666666667
"343",2073,143,43.5,"0.1",-13.725,-13.05,-8.375,-0.125,5.8,10.625,15.225,16.2,10.8,4.225,-2.825,-9.275,1.29166666666667
"344",2074,14.4166666666667,50.0833333333333,"0.1",-1.3,0.1,4.1,8.4,13.6,16.5,18.3,18.1,14,8.9,3.4,0.3,8.7
"345",2075,-107,50,"0.1",-13.375,-9.825,-4.15,4.725,11.4,16.25,19.225,18.225,11.85,6.05,-3.65,-10.225,3.875
